genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_009809365.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19390,GCF_009809365.1,48,2074076,43209.9,133840,90794,30617,132332.625,203,280832,6.452994007934136,ASM980936v1,1254,,GCF_009809365.1,GCA_009809365.1,yes,SAMN13008359,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,48,0.4199889492959756,2074076,0.0,0.0,0.0,0.0
GCF_009809375.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20325,GCF_009809375.1,42,1956844,46591.5,130712,58185,29195,157925.103,443,331638,6.6797353289276,ASM980937v1,1254,,GCF_009809375.1,GCA_009809375.1,yes,SAMN13008358,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,42,0.4216447504246634,1956844,0.0,0.0,0.0,0.0
GCF_003591195.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,WT,GCF_003591195.1,45,2022486,44944.1,129826,86336,37975,133422.702,539,268188,6.419129724507363,ASM359119v1,1254,,GCF_003591195.1,GCA_003591195.1,yes,SAMN09604260,Kangwon Natl. Univ.,2018-09-24,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,45,0.4196983316571783,2022486,0.0,0.0,0.0,0.0
GCF_009808375.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22132,GCF_009808375.1,38,1992300,52428.9,123773,75702,36609,115950.854,212,210733,6.212568388294936,ASM980837v1,1254,,GCF_009808375.1,GCA_009808375.1,yes,SAMN13008409,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,38,0.4203418159915675,1992300,0.0,0.0,0.0,0.0
GCF_009808215.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20559,GCF_009808215.1,50,2055784,41115.7,108375,90862,33720,145136.212,443,353210,5.271711424935694,ASM980821v1,1254,,GCF_009808215.1,GCA_009808215.1,yes,SAMN13008303,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,50,0.4204352208208644,2055784,0.0,0.0,0.0,0.0
GCF_009809315.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19154,GCF_009809315.1,44,1966530,44693.9,107742,90865,38748,154882.034,333,327132,5.478787508962487,ASM980931v1,1254,,GCF_009809315.1,GCA_009809315.1,yes,SAMN13008361,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,44,0.420872806415361,1966530,0.0,0.0,0.0,0.0
GCF_009807975.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19153,GCF_009807975.1,47,1970584,41927.3,107634,90866,38748,154207.311,254,327132,5.462035619897452,ASM980797v1,1254,,GCF_009807975.1,GCA_009807975.1,yes,SAMN13008315,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,47,0.4207016803140592,1970584,0.0,0.0,0.0,0.0
GCF_009808025.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19157,GCF_009808025.1,37,1911517,51662.6,107634,90865,40826,158922.669,254,327132,5.630815734309452,ASM980802v1,1254,,GCF_009808025.1,GCA_009808025.1,yes,SAMN13008311,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,37,0.4216211522052903,1911517,0.0,0.0,0.0,0.0
GCF_009809345.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19879,GCF_009809345.1,40,1900342,47508.6,105904,90867,40618,129851.984,248,281674,5.572891616351162,ASM980934v1,1254,,GCF_009809345.1,GCA_009809345.1,yes,SAMN13008360,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,40,0.4225581500593051,1900342,0.0,0.0,0.0,0.0
GCF_009809395.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM13473,GCF_009809395.1,56,2005124,35805.8,105848,66810,25225,136539.348,230,280707,5.278875520915415,ASM980939v1,1254,,GCF_009809395.1,GCA_009809395.1,yes,SAMN13008357,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,56,0.4209455375328408,2005124,0.0,0.0,0.0,0.0
GCF_009808225.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19701,GCF_009808225.1,41,1900068,46343.1,105814,90867,55408,171725.973,248,421140,5.568958584640129,ASM980822v1,1254,,GCF_009808225.1,GCA_009808225.1,yes,SAMN13008301,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,41,0.4225190887905064,1900068,0.0,0.0,0.0,0.0
GCF_009807745.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19393,GCF_009807745.1,45,2072379,46052.9,105744,54543,30617,125811.734,253,280832,5.102541571787786,ASM980774v1,1254,,GCF_009807745.1,GCA_009807745.1,yes,SAMN13008329,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,45,0.4199444213630808,2072379,0.0,0.0,0.0,0.0
GCF_009808355.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19324,GCF_009808355.1,45,1995147,44336.6,105744,64766,25951,125326.566,274,301438,5.300060597038715,ASM980835v1,1254,,GCF_009808355.1,GCA_009808355.1,yes,SAMN13008410,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,45,0.4205068598955365,1995147,0.0,0.0,0.0,0.0
GCF_009807735.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20557,GCF_009807735.1,50,2061170,41223.4,105742,82930,33439,143218.301,248,353208,5.130193045697347,ASM980773v1,1254,,GCF_009807735.1,GCA_009807735.1,yes,SAMN13008327,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,50,0.4203175866134283,2061170,0.0,0.0,0.0,0.0
GCF_009808535.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20553,GCF_009808535.1,58,2019365,34816.6,105742,84390,20758,116465.228,255,234091,5.236398570837863,ASM980853v1,1254,,GCF_009808535.1,GCA_009808535.1,yes,SAMN13008401,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,58,0.4208020838233801,2019365,0.0,0.0,0.0,0.0
GCF_009809305.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20547,GCF_009809305.1,52,2065496,39721.1,105742,82928,33465,143850.24,242,353209,5.119448306847363,ASM980930v1,1254,,GCF_009809305.1,GCA_009809305.1,yes,SAMN13008362,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,52,0.4192126249578793,2065496,0.0,0.0,0.0,0.0
GCF_009808595.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20580,GCF_009808595.1,39,1978702,50735.9,104321,49562,24498,143081.534,1386,302232,5.272193589534957,ASM980859v1,1254,,GCF_009808595.1,GCA_009808595.1,yes,SAMN13008397,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,39,0.4207177230325739,1978702,1.0,1.0,1.0,1.0
GCF_009808625.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19882,GCF_009808625.1,54,1968146,36447.1,104224,88031,23800,125615.72,248,281502,5.295542099010947,ASM980862v1,1254,,GCF_009808625.1,GCA_009808625.1,yes,SAMN13008396,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,54,0.4215891503983952,1968146,0.0,0.0,0.0,0.0
GCF_009809715.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM13881,GCF_009809715.1,60,2015335,33588.9,104175,74566,21147,113052.408,276,264563,5.169115804568471,ASM980971v1,1254,,GCF_009809715.1,GCA_009809715.1,yes,SAMN13008341,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,60,0.4211453678916904,2015335,0.0,0.0,0.0,0.0
GCF_009807755.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22261,GCF_009807755.1,59,2007535,34026.0,102816,57739,19436,116874.452,237,285487,5.121504730926236,ASM980775v1,1254,,GCF_009807755.1,GCA_009807755.1,yes,SAMN13008328,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,59,0.4210417252999325,2007535,0.0,0.0,0.0,0.0
GCF_009809545.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22262,GCF_009809545.1,61,2009269,32938.8,102816,57739,29811,117292.483,237,285544,5.117084870169201,ASM980954v1,1254,,GCF_009809545.1,GCA_009809545.1,yes,SAMN13008351,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,61,0.4210725393165375,2009269,0.0,0.0,0.0,0.0
GCF_009808335.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20561,GCF_009808335.1,76,2078571,27349.6,101371,44117,19384,97691.484,242,183635,4.876956332018488,ASM980833v1,1254,,GCF_009808335.1,GCA_009808335.1,yes,SAMN13008413,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,76,0.4196176122922912,2078571,0.0,0.0,0.0,0.0
GCF_009809915.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20551,GCF_009809915.1,67,2016543,30097.7,101371,76617,21315,132545.157,242,353209,5.026969422422433,ASM980991v1,1254,,GCF_009809915.1,GCA_009809915.1,yes,SAMN13008330,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,67,0.4211211960270621,2016543,0.0,0.0,0.0,0.0
GCF_009808255.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20562,GCF_009808255.1,67,2046992,30552.1,101137,69660,20771,103353.113,215,202943,4.9407618593526506,ASM980825v1,1254,,GCF_009808255.1,GCA_009808255.1,yes,SAMN13008416,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,67,0.4203553311395452,2046992,0.0,0.0,0.0,0.0
GCF_009808775.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22234,GCF_009808775.1,43,1997918,46463.2,93963,54642,38573,126535.546,254,353222,4.703045870751453,ASM980877v1,1254,,GCF_009808775.1,GCA_009808775.1,yes,SAMN13008390,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,43,0.4214877687672867,1997918,0.0,0.0,0.0,0.0
GCF_009809275.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20552,GCF_009809275.1,58,2011990,34689.5,93424,69660,16550,93471.709,255,163602,4.643363038583691,ASM980927v1,1254,,GCF_009809275.1,GCA_009809275.1,yes,SAMN13008364,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,58,0.4210686931843597,2011990,0.0,0.0,0.0,0.0
GCF_009809535.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19852,GCF_009809535.1,63,2058108,32668.4,93186,58185,18358,122196.595,253,280831,4.527750730282376,ASM980953v1,1254,,GCF_009809535.1,GCA_009809535.1,yes,SAMN13008349,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,63,0.4199026484518791,2058108,0.0,0.0,0.0,0.0
GCF_009808715.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17419c1,GCF_009808715.1,49,1891397,38599.9,88312,50122,35118,107960.134,394,225467,4.669141380683167,ASM980871v1,1254,,GCF_009808715.1,GCA_009808715.1,yes,SAMN13008393,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,49,0.422129251553217,1891397,0.0,0.0,0.0,0.0
GCF_009808965.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20622,GCF_009808965.1,46,1940362,42181.8,88217,60205,21077,107125.415,1000,249044,4.546419688697264,ASM980896v1,1254,,GCF_009808965.1,GCA_009808965.1,yes,SAMN13008378,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,46,0.4214363093072323,1940362,1.0,1.0,1.0,1.0
GCF_009809025.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20560,GCF_009809025.1,67,2020682,30159.4,83342,43582,25857,82491.033,200,167166,4.124449072144949,ASM980902v1,1254,,GCF_009809025.1,GCA_009809025.1,yes,SAMN13008377,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,67,0.4200601579070828,2020682,0.0,0.0,0.0,0.0
GCF_001634455.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,NRCC1,GCF_001634455.1,60,1785679,29761.3,78213,50987,17876,89076.326,295,188345,4.38001454908749,ASM163445v1,1254,,GCF_001634455.1,GCA_001634455.1,yes,SAMN04387728,ICAR-National Research Centre on Camel,2016-04-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,60,0.4253071240687716,1785679,1.0,1.0,1.0,1.0
GCF_009809115.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20623,GCF_009809115.1,56,1939022,34625.4,72724,34639,18126,80809.937,839,159884,3.7505505352698414,ASM980911v1,1254,,GCF_009809115.1,GCA_009809115.1,yes,SAMN13008371,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,56,0.4214727837022994,1939022,1.0,0.0,1.0,1.0
GCF_001638245.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,NRCC3,GCF_001638245.1,75,1784322,23791.0,58553,28723,13238,69794.677,279,162131,3.2815265406131853,ASM163824v1,1254,,GCF_001638245.1,GCA_001638245.1,yes,SAMN04419358,ICAR-National Research Centre on Camel,2016-05-06,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,75,0.4253862251320109,1784322,1.0,1.0,1.0,1.0
GCF_001461015.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,S1,GCF_001461015.1,59,1980172,33562.2,55717,39145,23271,64901.28,500,110926,2.8137454726155102,ASM146101v1,1254,,GCF_001461015.1,GCA_001461015.1,yes,SAMN04111307,"Shin's Lab., Kyungpook National University",2015-12-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,59,0.4203185379855891,1980172,0.0,0.0,0.0,0.0
GCF_015669505.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,1001095A_150126_C3,GCF_015669505.1,63,2013277,31956.8,52841,31981,19263,93531.317,1206,285856,2.6246264175272453,ASM1566950v1,1254,,GCF_015669505.1,GCA_015669505.1,yes,SAMN15532451,Icahn School of Medicine at Mount Sinai,2020-11-23,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,63,0.4197539633145364,2013277,0.0,0.0,0.0,0.0
GCF_000163095.1,custom,Pediococcus acidilactici 7_4 (firmicutes),Pediococcus,acidilactici,7_4,GCF_000163095.1,9,2017988,224220.9,384055,315355,266599,348123.922,607,459200,19.03157996975205,ASM16309v1,563194,,GCF_000163095.1,GCA_000163095.1,yes,SAMN02463809,Broad Institute,2009-12-04,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,9,0.4186848484728353,2017988,0.0,0.0,0.0,0.0
GCF_000526815.1,custom,Pediococcus acidilactici AGR20 (firmicutes),Pediococcus,acidilactici,AGR20,GCF_000526815.1,2,1924318,962159.0,1850049,1850049,1850049,1781512.82,74269,1850049,96.1405027651355,ASM52681v1,1384067,,GCF_000526815.1,GCA_000526815.1,yes,SAMN02584994,DOE Joint Genome Institute,2014-01-14,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,2,0.4239382472127788,1924318,0.0,0.0,0.0,0.0
GCF_000380265.1,custom,Pediococcus acidilactici D3 (firmicutes),Pediococcus,acidilactici,D3,GCF_000380265.1,11,1962826,178438.7,1865805,1865805,1865805,1774333.656,1991,1865805,95.05707586918044,PAD3_1.0,1306952,,GCF_000380265.1,GCA_000380265.1,yes,SAMN01991044,Texas A&M University,2013-04-23,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,11,0.4206552185471356,1962826,1.0,0.0,1.0,1.0
GCF_000146325.1,custom,Pediococcus acidilactici DSM 20284 (firmicutes),Pediococcus,acidilactici,DSM 20284,GCF_000146325.1,4,1942827,485706.8,1937622,1937622,1937622,1932436.581,732,1937622,99.73209143171266,ASM14632v1,862514,,GCF_000146325.1,GCA_000146325.1,yes,SAMN00116807,Baylor College of Medicine,2010-08-27,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,4,0.4184716395232308,1942827,0.0,0.0,0.0,0.0
GCF_000235805.1,custom,Pediococcus acidilactici MA18/5M (firmicutes),Pediococcus,acidilactici,MA18/5M,GCF_000235805.1,10,1989583,198958.3,395998,174290,98376,406385.715,29148,679252,19.903567732534903,ASM23580v2,1080365,,GCF_000235805.1,GCA_000235805.2,yes,SAMN02469945,Institut Rosell Lallemand Inc.,2011-11-18,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,10,0.4207449500724524,1989583,0.0,0.0,0.0,0.0
